ApsimVersion = 7.7
Title = swcon_Mandamus321
           Date           rain             es    sw(6-10)(1)    sw(6-10)(2)    sw(6-10)(3)    sw(6-10)(4)    sw(6-10)(5)   dul(6-10)(1)   dul(6-10)(2)   dul(6-10)(3)   dul(6-10)(4)   dul(6-10)(5)   sat(6-10)(1)   sat(6-10)(2)   sat(6-10)(3)   sat(6-10)(4)   sat(6-10)(5)
   (dd/mm/yyyy)           (mm)           (mm)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)
     05/09/2009          0.000          0.000          0.086          0.087          0.088          0.088          0.089          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     06/09/2009          0.000          0.000          0.086          0.086          0.088          0.088          0.089          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     07/09/2009          0.000          0.000          0.086          0.086          0.088          0.088          0.089          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     08/09/2009          0.000          0.000          0.086          0.086          0.088          0.088          0.089          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     09/09/2009          0.000          0.000          0.086          0.086          0.088          0.088          0.089          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     10/09/2009          0.000          0.000          0.086          0.086          0.088          0.088          0.089          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     11/09/2009          0.000          0.000          0.086          0.086          0.087          0.088          0.089          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     12/09/2009          0.000          0.000          0.086          0.086          0.087          0.088          0.089          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     13/09/2009          0.000          0.000          0.086          0.086          0.087          0.088          0.089          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     14/09/2009          0.000          0.000          0.086          0.086          0.087          0.088          0.089          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     15/09/2009          0.000          0.000          0.086          0.086          0.087          0.087          0.089          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     16/09/2009          0.000          0.000          0.086          0.086          0.087          0.087          0.089          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     17/09/2009          0.000          0.000          0.085          0.086          0.087          0.087          0.088          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     18/09/2009          0.000          0.000          0.085          0.086          0.087          0.087          0.088          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     19/09/2009          0.000          0.000          0.085          0.086          0.087          0.087          0.088          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     20/09/2009          0.000          0.000          0.085          0.086          0.087          0.087          0.088          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     21/09/2009          0.000          0.000          0.085          0.086          0.087          0.087          0.088          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     22/09/2009          0.000          0.000          0.085          0.085          0.087          0.087          0.088          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     23/09/2009          0.000          0.000          0.085          0.085          0.087          0.087          0.088          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     24/09/2009          0.000          0.000          0.085          0.085          0.087          0.087          0.088          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     25/09/2009          0.000          0.000          0.085          0.085          0.087          0.087          0.088          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     26/09/2009          0.000          0.000          0.085          0.085          0.087          0.087          0.088          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     27/09/2009          0.000          0.000          0.085          0.085          0.086          0.087          0.088          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     28/09/2009          0.000          0.000          0.085          0.085          0.086          0.087          0.088          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     29/09/2009          0.000          0.000          0.085          0.085          0.086          0.087          0.088          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     30/09/2009          0.000          0.000          0.085          0.085          0.086          0.087          0.088          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     01/10/2009          0.000          0.000          0.085          0.085          0.086          0.086          0.088          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     02/10/2009          0.000          0.000          0.085          0.085          0.086          0.086          0.088          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     03/10/2009          0.000          0.000          0.085          0.085          0.086          0.086          0.087          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     04/10/2009          0.000          0.000          0.085          0.085          0.086          0.086          0.087          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     05/10/2009          0.000          0.000          0.085          0.085          0.086          0.086          0.087          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     06/10/2009          0.000          0.000          0.084          0.085          0.086          0.086          0.087          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     07/10/2009          0.000          0.000          0.084          0.085          0.086          0.086          0.087          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     08/10/2009          0.000          0.000          0.084          0.085          0.086          0.086          0.087          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     09/10/2009          0.000          0.000          0.084          0.085          0.086          0.086          0.087          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     10/10/2009          0.000          0.000          0.084          0.085          0.086          0.086          0.087          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     11/10/2009          0.000          0.000          0.084          0.085          0.086          0.086          0.087          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     12/10/2009          0.000          0.000          0.084          0.084          0.086          0.086          0.087          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     13/10/2009          0.000          0.000          0.084          0.084          0.086          0.086          0.087          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     14/10/2009          0.000          0.000          0.084          0.084          0.086          0.086          0.087          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     15/10/2009          0.000          0.000          0.084          0.084          0.086          0.086          0.087          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     16/10/2009          0.000          0.000          0.084          0.084          0.085          0.086          0.087          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     17/10/2009          0.000          0.000          0.084          0.084          0.085          0.086          0.087          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     18/10/2009          0.000          0.000          0.084          0.084          0.085          0.086          0.087          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     19/10/2009          0.000          0.000          0.084          0.084          0.085          0.086          0.087          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     20/10/2009          0.000          0.000          0.084          0.084          0.085          0.086          0.087          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     21/10/2009          0.000          0.000          0.084          0.084          0.085          0.085          0.087          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     22/10/2009          0.000          0.000          0.084          0.084          0.085          0.085          0.086          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     23/10/2009          0.000          0.000          0.084          0.084          0.085          0.085          0.086          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     24/10/2009          0.000          0.000          0.084          0.084          0.085          0.085          0.086          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     25/10/2009          0.000          0.000          0.084          0.084          0.085          0.085          0.086          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     26/10/2009          0.000          0.000          0.084          0.084          0.085          0.085          0.086          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     27/10/2009          0.000          0.000          0.084          0.084          0.085          0.085          0.086          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     28/10/2009          0.000          0.000          0.084          0.084          0.085          0.085          0.086          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
